NodeID,X,Y,Head,Pressure,Elevation,Demand
j_007,1981.360426058694,1889.127744012345,,,30.0,
j_006,1997.955927490184,1858.412878954199,,,30.0,
j_005,2000.106006060578,1922.673745013894,,,30.0,
j_004,2058.661980123936,1922.673745013894,,,30.0,
j_003,2093.746664930662,1922.673745013894,,,30.0,
1,2058.661980123936,1963.998535905155,,,,
j_001,2093.746664930662,1858.412878954199,,,30.0,
